0.2940117423519492,Neutral
0.0730816693191859,Positive
0.24062937956434466,Neutral
0.5655313213766989,Positive
0.5,Positive
0.2885107097113683,Neutral
0.647322427352376,Negative
0.5626340227285258,Negative
0.30092777417397504,Neutral
0.5401065241021428,Negative
0.4870844395375622,Positive
0.26959221572482267,Neutral
0.2712971305588958,Neutral
0.2679203981949272,Neutral
0.3017276581305297,Negative
0.34984207513626886,Neutral
0.4673811406707377,Positive
0.22537801166561044,Neutral
0.32840652366458334,Neutral
0.2601980410001643,Neutral
0.2985770149837693,Neutral
0.647322427352376,Negative
0.5626340227285258,Negative
0.2753453076247653,Neutral
0.3085083457035341,Neutral
0.47830436166805745,Positive
0.4766849021888555,Positive
0.46875120138038057,Positive
0.29029548244794695,Positive
0.782798080508171,Negative
0.25875875178656227,Neutral
0.264485923496217,Neutral
0.647322427352376,Negative
0.5626340227285258,Negative
0.30250681561872844,Neutral
0.5401065241021428,Negative
0.4870844395375622,Positive
0.2740777720890241,Neutral
0.2918828871803131,Neutral
0.3371389319617026,Neutral
